Location,Timestamp,Current_Speed,Free_Flow_Speed,Confidence,Congestion_Level,Road_Closure,Temperature,Humidity,Wind_Speed,Rainfall,Hour,Month,Day_of_Week,Is_Weekend,Is_Rush_Hour
Tan_Son_Nhat,2025-09-22 17:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,17,9,0,0,1
Binh_Thanh,2025-09-22 17:53:00+07:00,24,33,1,137.56345177664974,False,32.27,69,1.79,0,17,9,0,0,1
Phu_My_Hung,2025-09-22 17:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,17,9,0,0,1
District_1,2025-09-22 18:53:00+07:00,11,27,1,250.0,False,32.21,69,1.79,0,18,9,0,0,1
Thu_Thiem,2025-09-22 18:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,18,9,0,0,1
Tan_Son_Nhat,2025-09-22 18:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,18,9,0,0,1
Binh_Thanh,2025-09-22 18:53:00+07:00,23,33,1,143.6548223350254,False,32.27,69,1.79,0,18,9,0,0,1
Phu_My_Hung,2025-09-22 18:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,18,9,0,0,1
District_1,2025-09-22 19:53:00+07:00,11,27,1,250.0,False,31.66,70,1.79,0,19,9,0,0,1
Thu_Thiem,2025-09-22 19:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,19,9,0,0,1
Tan_Son_Nhat,2025-09-22 19:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,19,9,0,0,1
Binh_Thanh,2025-09-22 19:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,19,9,0,0,1
Phu_My_Hung,2025-09-22 19:53:00+07:00,35,42,1,119.95412844036697,False,31.73,70,1.79,0,19,9,0,0,1
District_1,2025-09-22 20:53:00+07:00,11,27,1,250.0,False,31.66,70,1.79,0,20,9,0,0,0
Thu_Thiem,2025-09-22 20:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,20,9,0,0,0
Tan_Son_Nhat,2025-09-22 20:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,20,9,0,0,0
Binh_Thanh,2025-09-22 20:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,20,9,0,0,0
Phu_My_Hung,2025-09-22 20:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,20,9,0,0,0
District_1,2025-09-22 21:53:00+07:00,10,26,1,264.51612903225805,False,31.66,70,1.79,0,21,9,0,0,0
Thu_Thiem,2025-09-22 21:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,21,9,0,0,0
Tan_Son_Nhat,2025-09-22 21:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,21,9,0,0,0
Binh_Thanh,2025-09-22 21:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,21,9,0,0,0
Phu_My_Hung,2025-09-22 21:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,21,9,0,0,0
District_1,2025-09-22 22:53:00+07:00,10,26,1,264.51612903225805,False,31.66,70,1.79,0,22,9,0,0,0
Thu_Thiem,2025-09-22 22:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,22,9,0,0,0
Tan_Son_Nhat,2025-09-22 22:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,22,9,0,0,0
Binh_Thanh,2025-09-22 22:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,22,9,0,0,0
Phu_My_Hung,2025-09-22 22:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,22,9,0,0,0
District_1,2025-09-22 23:53:00+07:00,7,24,1,344.11764705882354,False,31.66,70,1.79,0,23,9,0,0,0
Thu_Thiem,2025-09-22 23:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,23,9,0,0,0
Tan_Son_Nhat,2025-09-22 23:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,23,9,0,0,0
Binh_Thanh,2025-09-22 23:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,23,9,0,0,0
Phu_My_Hung,2025-09-22 23:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,23,9,0,0,0
District_1,2025-09-23 00:53:00+07:00,7,24,1,344.11764705882354,False,31.66,70,1.79,0,0,9,1,0,0
Thu_Thiem,2025-09-23 00:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,0,9,1,0,0
Tan_Son_Nhat,2025-09-23 00:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,0,9,1,0,0
Binh_Thanh,2025-09-23 00:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,0,9,1,0,0
Phu_My_Hung,2025-09-23 00:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,0,9,1,0,0
District_1,2025-09-23 01:53:00+07:00,7,24,1,344.11764705882354,False,31.66,70,1.79,0,1,9,1,0,0
Thu_Thiem,2025-09-23 01:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,1,9,1,0,0
Tan_Son_Nhat,2025-09-23 01:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,1,9,1,0,0
Binh_Thanh,2025-09-23 01:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,1,9,1,0,0
Phu_My_Hung,2025-09-23 01:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,1,9,1,0,0
District_1,2025-09-23 02:53:00+07:00,7,24,1,344.11764705882354,False,31.66,70,1.79,0,2,9,1,0,0
Thu_Thiem,2025-09-23 02:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,2,9,1,0,0
Tan_Son_Nhat,2025-09-23 02:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,2,9,1,0,0
Binh_Thanh,2025-09-23 02:53:00+07:00,25,33,1,132.48730964467006,False,31.72,70,1.79,0,2,9,1,0,0
Phu_My_Hung,2025-09-23 02:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,2,9,1,0,0
District_1,2025-09-23 03:53:00+07:00,8,27,1,343.3333333333333,False,31.66,70,1.79,0,3,9,1,0,0
Thu_Thiem,2025-09-23 03:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,3,9,1,0,0
Tan_Son_Nhat,2025-09-23 03:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,3,9,1,0,0
Binh_Thanh,2025-09-23 03:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,3,9,1,0,0
Phu_My_Hung,2025-09-23 03:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,3,9,1,0,0
District_1,2025-09-23 04:53:00+07:00,8,27,1,343.3333333333333,False,31.66,70,1.79,0,4,9,1,0,0
Thu_Thiem,2025-09-23 04:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,4,9,1,0,0
Tan_Son_Nhat,2025-09-23 04:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,4,9,1,0,0
Binh_Thanh,2025-09-23 04:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,4,9,1,0,0
Phu_My_Hung,2025-09-23 04:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,4,9,1,0,0
District_1,2025-09-23 05:53:00+07:00,8,27,1,343.3333333333333,False,31.66,70,1.79,0,5,9,1,0,0
Thu_Thiem,2025-09-23 05:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,5,9,1,0,0
Tan_Son_Nhat,2025-09-23 05:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,5,9,1,0,0
Binh_Thanh,2025-09-23 05:53:00+07:00,23,33,1,143.6548223350254,False,31.72,70,1.79,0,5,9,1,0,0
Phu_My_Hung,2025-09-23 05:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,5,9,1,0,0
District_1,2025-09-23 06:53:00+07:00,6,27,1,456.66666666666663,False,31.66,70,1.79,0,6,9,1,0,0
Thu_Thiem,2025-09-23 06:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,6,9,1,0,0
Tan_Son_Nhat,2025-09-23 06:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,6,9,1,0,0
Binh_Thanh,2025-09-23 06:53:00+07:00,20,33,1,165.48223350253807,False,31.72,70,1.79,0,6,9,1,0,0
Phu_My_Hung,2025-09-23 06:53:00+07:00,33,42,1,127.29357798165137,False,31.73,70,1.79,0,6,9,1,0,0
District_1,2025-09-23 07:53:00+07:00,6,27,1,456.66666666666663,False,31.66,70,1.79,0,7,9,1,0,1
Thu_Thiem,2025-09-23 07:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,7,9,1,0,1
Tan_Son_Nhat,2025-09-23 07:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,7,9,1,0,1
Binh_Thanh,2025-09-23 07:53:00+07:00,20,33,1,165.48223350253807,False,31.72,70,1.79,0,7,9,1,0,1
Phu_My_Hung,2025-09-23 07:53:00+07:00,33,42,1,127.29357798165137,False,31.73,70,1.79,0,7,9,1,0,1
District_1,2025-09-23 08:53:00+07:00,6,27,1,456.66666666666663,False,31.66,70,1.79,0,8,9,1,0,1
Thu_Thiem,2025-09-23 08:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,8,9,1,0,1
Tan_Son_Nhat,2025-09-23 08:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,8,9,1,0,1
Binh_Thanh,2025-09-23 08:53:00+07:00,20,33,1,165.48223350253807,False,31.72,70,1.79,0,8,9,1,0,1
Phu_My_Hung,2025-09-23 08:53:00+07:00,33,42,1,127.29357798165137,False,31.73,70,1.79,0,8,9,1,0,1
District_1,2025-09-23 09:53:00+07:00,6,24,1,402.94117647058823,False,31.66,70,1.79,0,9,9,1,0,1
Thu_Thiem,2025-09-23 09:53:00+07:00,40,40,1,100.0,False,31.72,70,1.79,0,9,9,1,0,1
Tan_Son_Nhat,2025-09-23 09:53:00+07:00,31,31,1,100.0,False,32.01,62,1.79,0,9,9,1,0,1
Binh_Thanh,2025-09-23 09:53:00+07:00,24,33,1,137.56345177664974,False,31.72,70,1.79,0,9,9,1,0,1
Phu_My_Hung,2025-09-23 09:53:00+07:00,34,42,1,123.5091743119266,False,31.73,70,1.79,0,9,9,1,0,1
District_1,2025-09-23 10:53:00+07:00,6,24,1,402.94117647058823,False,31.66,69,1.54,0,10,9,1,0,0
Thu_Thiem,2025-09-23 10:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,10,9,1,0,0
Tan_Son_Nhat,2025-09-23 10:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,10,9,1,0,0
Binh_Thanh,2025-09-23 10:53:00+07:00,24,33,1,137.56345177664974,False,31.72,69,1.54,0,10,9,1,0,0
Phu_My_Hung,2025-09-23 10:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,10,9,1,0,0
District_1,2025-09-23 11:53:00+07:00,6,24,1,402.94117647058823,False,31.66,69,1.54,0,11,9,1,0,0
Thu_Thiem,2025-09-23 11:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,11,9,1,0,0
Tan_Son_Nhat,2025-09-23 11:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,11,9,1,0,0
Binh_Thanh,2025-09-23 11:53:00+07:00,24,33,1,137.56345177664974,False,31.72,69,1.54,0,11,9,1,0,0
Phu_My_Hung,2025-09-23 11:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,11,9,1,0,0
District_1,2025-09-23 12:53:00+07:00,6,27,1,456.66666666666663,False,31.66,69,1.54,0,12,9,1,0,0
Thu_Thiem,2025-09-23 12:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,12,9,1,0,0
Tan_Son_Nhat,2025-09-23 12:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,12,9,1,0,0
Binh_Thanh,2025-09-23 12:53:00+07:00,25,33,1,132.48730964467006,False,31.72,69,1.54,0,12,9,1,0,0
Phu_My_Hung,2025-09-23 12:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,12,9,1,0,0
District_1,2025-09-23 13:53:00+07:00,6,27,1,456.66666666666663,False,31.66,69,1.54,0,13,9,1,0,0
Thu_Thiem,2025-09-23 13:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,13,9,1,0,0
Tan_Son_Nhat,2025-09-23 13:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,13,9,1,0,0
Binh_Thanh,2025-09-23 13:53:00+07:00,25,33,1,132.48730964467006,False,31.72,69,1.54,0,13,9,1,0,0
Phu_My_Hung,2025-09-23 13:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,13,9,1,0,0
District_1,2025-09-23 14:53:00+07:00,5,26,1,532.258064516129,False,31.66,69,1.54,0,14,9,1,0,0
Thu_Thiem,2025-09-23 14:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,14,9,1,0,0
Tan_Son_Nhat,2025-09-23 14:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,14,9,1,0,0
Binh_Thanh,2025-09-23 14:53:00+07:00,25,33,1,132.48730964467006,False,31.72,69,1.54,0,14,9,1,0,0
Phu_My_Hung,2025-09-23 14:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,14,9,1,0,0
District_1,2025-09-23 15:53:00+07:00,5,26,1,532.258064516129,False,31.66,69,1.54,0,15,9,1,0,0
Thu_Thiem,2025-09-23 15:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,15,9,1,0,0
Tan_Son_Nhat,2025-09-23 15:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,15,9,1,0,0
Binh_Thanh,2025-09-23 15:53:00+07:00,25,33,1,132.48730964467006,False,31.72,69,1.54,0,15,9,1,0,0
Phu_My_Hung,2025-09-23 15:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,15,9,1,0,0
District_1,2025-09-23 16:53:00+07:00,5,26,1,532.258064516129,False,31.66,69,1.54,0,16,9,1,0,1
Thu_Thiem,2025-09-23 16:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,16,9,1,0,1
Tan_Son_Nhat,2025-09-23 16:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,16,9,1,0,1
Binh_Thanh,2025-09-23 16:53:00+07:00,25,33,1,132.48730964467006,False,31.72,69,1.54,0,16,9,1,0,1
Phu_My_Hung,2025-09-23 16:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,16,9,1,0,1
District_1,2025-09-23 17:53:00+07:00,5,26,1,532.258064516129,False,31.66,69,1.54,0,17,9,1,0,1
Thu_Thiem,2025-09-23 17:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,17,9,1,0,1
Tan_Son_Nhat,2025-09-23 17:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,17,9,1,0,1
Binh_Thanh,2025-09-23 17:53:00+07:00,23,32,1,139.40886699507388,False,31.72,69,1.54,0,17,9,1,0,1
Phu_My_Hung,2025-09-23 17:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,17,9,1,0,1
District_1,2025-09-23 18:53:00+07:00,5,25,1,500.0,False,31.66,69,1.54,0,18,9,1,0,1
Thu_Thiem,2025-09-23 18:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,18,9,1,0,1
Tan_Son_Nhat,2025-09-23 18:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,18,9,1,0,1
Binh_Thanh,2025-09-23 18:53:00+07:00,23,32,1,139.40886699507388,False,31.72,69,1.54,0,18,9,1,0,1
Phu_My_Hung,2025-09-23 18:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,18,9,1,0,1
District_1,2025-09-23 19:53:00+07:00,5,25,1,500.0,False,31.66,69,1.54,0,19,9,1,0,1
Thu_Thiem,2025-09-23 19:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,19,9,1,0,1
Tan_Son_Nhat,2025-09-23 19:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,19,9,1,0,1
Binh_Thanh,2025-09-23 19:53:00+07:00,23,33,1,143.6548223350254,False,31.72,69,1.54,0,19,9,1,0,1
Phu_My_Hung,2025-09-23 19:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,19,9,1,0,1
District_1,2025-09-23 20:53:00+07:00,7,26,1,377.4193548387097,False,31.66,69,1.54,0,20,9,1,0,0
Thu_Thiem,2025-09-23 20:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,20,9,1,0,0
Tan_Son_Nhat,2025-09-23 20:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,20,9,1,0,0
Binh_Thanh,2025-09-23 20:53:00+07:00,23,33,1,143.6548223350254,False,31.72,69,1.54,0,20,9,1,0,0
Phu_My_Hung,2025-09-23 20:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,20,9,1,0,0
District_1,2025-09-23 21:53:00+07:00,7,26,1,377.4193548387097,False,31.66,69,1.54,0,21,9,1,0,0
Thu_Thiem,2025-09-23 21:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,21,9,1,0,0
Tan_Son_Nhat,2025-09-23 21:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,21,9,1,0,0
Binh_Thanh,2025-09-23 21:53:00+07:00,23,33,1,143.6548223350254,False,31.72,69,1.54,0,21,9,1,0,0
Phu_My_Hung,2025-09-23 21:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,21,9,1,0,0
District_1,2025-09-23 22:53:00+07:00,7,26,1,377.4193548387097,False,31.66,69,1.54,0,22,9,1,0,0
Thu_Thiem,2025-09-23 22:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,22,9,1,0,0
Tan_Son_Nhat,2025-09-23 22:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,22,9,1,0,0
Binh_Thanh,2025-09-23 22:53:00+07:00,23,33,1,143.6548223350254,False,31.72,69,1.54,0,22,9,1,0,0
Phu_My_Hung,2025-09-23 22:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,22,9,1,0,0
District_1,2025-09-23 23:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,23,9,1,0,0
Thu_Thiem,2025-09-23 23:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,23,9,1,0,0
Tan_Son_Nhat,2025-09-23 23:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,23,9,1,0,0
Binh_Thanh,2025-09-23 23:53:00+07:00,25,32,1,128.57142857142858,False,31.72,69,1.54,0,23,9,1,0,0
Phu_My_Hung,2025-09-23 23:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,23,9,1,0,0
District_1,2025-09-24 00:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,0,9,2,0,0
Thu_Thiem,2025-09-24 00:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,0,9,2,0,0
Tan_Son_Nhat,2025-09-24 00:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,0,9,2,0,0
Binh_Thanh,2025-09-24 00:53:00+07:00,25,32,1,128.57142857142858,False,31.72,69,1.54,0,0,9,2,0,0
Phu_My_Hung,2025-09-24 00:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,0,9,2,0,0
District_1,2025-09-24 01:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,1,9,2,0,0
Thu_Thiem,2025-09-24 01:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,1,9,2,0,0
Tan_Son_Nhat,2025-09-24 01:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,1,9,2,0,0
Binh_Thanh,2025-09-24 01:53:00+07:00,25,32,1,128.57142857142858,False,31.72,69,1.54,0,1,9,2,0,0
Phu_My_Hung,2025-09-24 01:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,1,9,2,0,0
District_1,2025-09-24 02:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,2,9,2,0,0
Thu_Thiem,2025-09-24 02:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,2,9,2,0,0
Tan_Son_Nhat,2025-09-24 02:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,2,9,2,0,0
Binh_Thanh,2025-09-24 02:53:00+07:00,24,33,1,137.56345177664974,False,31.72,69,1.54,0,2,9,2,0,0
Phu_My_Hung,2025-09-24 02:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,2,9,2,0,0
District_1,2025-09-24 03:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,3,9,2,0,0
Thu_Thiem,2025-09-24 03:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,3,9,2,0,0
Tan_Son_Nhat,2025-09-24 03:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,3,9,2,0,0
Binh_Thanh,2025-09-24 03:53:00+07:00,24,33,1,137.56345177664974,False,31.72,69,1.54,0,3,9,2,0,0
Phu_My_Hung,2025-09-24 03:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,3,9,2,0,0
District_1,2025-09-24 04:53:00+07:00,7,25,1,354.54545454545456,False,31.66,69,1.54,0,4,9,2,0,0
Thu_Thiem,2025-09-24 04:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,4,9,2,0,0
Tan_Son_Nhat,2025-09-24 04:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,4,9,2,0,0
Binh_Thanh,2025-09-24 04:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,4,9,2,0,0
Phu_My_Hung,2025-09-24 04:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,4,9,2,0,0
District_1,2025-09-24 05:53:00+07:00,11,25,1,227.27272727272728,False,31.66,69,1.54,0,5,9,2,0,0
Thu_Thiem,2025-09-24 05:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,5,9,2,0,0
Tan_Son_Nhat,2025-09-24 05:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,5,9,2,0,0
Binh_Thanh,2025-09-24 05:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,5,9,2,0,0
Phu_My_Hung,2025-09-24 05:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,5,9,2,0,0
District_1,2025-09-24 06:53:00+07:00,11,25,1,227.27272727272728,False,31.66,69,1.54,0,6,9,2,0,0
Thu_Thiem,2025-09-24 06:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,6,9,2,0,0
Tan_Son_Nhat,2025-09-24 06:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,6,9,2,0,0
Binh_Thanh,2025-09-24 06:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,6,9,2,0,0
Phu_My_Hung,2025-09-24 06:53:00+07:00,34,42,1,123.5091743119266,False,31.73,69,1.54,0,6,9,2,0,0
District_1,2025-09-24 07:53:00+07:00,11,25,1,227.27272727272728,False,31.66,69,1.54,0,7,9,2,0,1
Thu_Thiem,2025-09-24 07:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,7,9,2,0,1
Tan_Son_Nhat,2025-09-24 07:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,7,9,2,0,1
Binh_Thanh,2025-09-24 07:53:00+07:00,21,33,1,157.36040609137058,False,31.72,69,1.54,0,7,9,2,0,1
Phu_My_Hung,2025-09-24 07:53:00+07:00,33,41,1,124.30011198208287,False,31.73,69,1.54,0,7,9,2,0,1
District_1,2025-09-24 08:53:00+07:00,12,25,1,206.06060606060606,False,31.66,69,1.54,0,8,9,2,0,1
Thu_Thiem,2025-09-24 08:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,8,9,2,0,1
Tan_Son_Nhat,2025-09-24 08:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,8,9,2,0,1
Binh_Thanh,2025-09-24 08:53:00+07:00,21,33,1,157.36040609137058,False,31.72,69,1.54,0,8,9,2,0,1
Phu_My_Hung,2025-09-24 08:53:00+07:00,33,41,1,124.30011198208287,False,31.73,69,1.54,0,8,9,2,0,1
District_1,2025-09-24 09:53:00+07:00,12,25,1,206.06060606060606,False,31.66,69,1.54,0,9,9,2,0,1
Thu_Thiem,2025-09-24 09:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,9,9,2,0,1
Tan_Son_Nhat,2025-09-24 09:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,9,9,2,0,1
Binh_Thanh,2025-09-24 09:53:00+07:00,21,33,1,157.36040609137058,False,31.72,69,1.54,0,9,9,2,0,1
Phu_My_Hung,2025-09-24 09:53:00+07:00,33,41,1,124.30011198208287,False,31.73,69,1.54,0,9,9,2,0,1
District_1,2025-09-24 10:53:00+07:00,12,25,1,206.06060606060606,False,31.66,69,1.54,0,10,9,2,0,0
Thu_Thiem,2025-09-24 10:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,10,9,2,0,0
Tan_Son_Nhat,2025-09-24 10:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,10,9,2,0,0
Binh_Thanh,2025-09-24 10:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,10,9,2,0,0
Phu_My_Hung,2025-09-24 10:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,10,9,2,0,0
District_1,2025-09-24 11:53:00+07:00,9,27,1,303.3333333333333,False,31.66,69,1.54,0,11,9,2,0,0
Thu_Thiem,2025-09-24 11:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,11,9,2,0,0
Tan_Son_Nhat,2025-09-24 11:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,11,9,2,0,0
Binh_Thanh,2025-09-24 11:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,11,9,2,0,0
Phu_My_Hung,2025-09-24 11:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,11,9,2,0,0
District_1,2025-09-24 12:53:00+07:00,9,27,1,303.3333333333333,False,31.66,69,1.54,0,12,9,2,0,0
Thu_Thiem,2025-09-24 12:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,12,9,2,0,0
Tan_Son_Nhat,2025-09-24 12:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,12,9,2,0,0
Binh_Thanh,2025-09-24 12:53:00+07:00,21,32,1,152.70935960591132,False,31.72,69,1.54,0,12,9,2,0,0
Phu_My_Hung,2025-09-24 12:53:00+07:00,33,42,1,127.29357798165137,False,31.73,69,1.54,0,12,9,2,0,0
District_1,2025-09-24 13:53:00+07:00,9,27,1,303.3333333333333,False,31.66,69,1.54,0,13,9,2,0,0
Thu_Thiem,2025-09-24 13:53:00+07:00,40,40,1,100.0,False,31.72,69,1.54,0,13,9,2,0,0
Tan_Son_Nhat,2025-09-24 13:53:00+07:00,31,31,1,100.0,False,32.01,62,1.54,0,13,9,2,0,0
Binh_Thanh,2025-09-24 13:53:00+07:00,20,33,1,165.48223350253807,False,31.72,69,1.54,0,13,9,2,0,0
Phu_My_Hung,2025-09-24 13:53:00+07:00,32,42,1,131.1926605504587,False,31.73,69,1.54,0,13,9,2,0,0
